Date-Time                     ,RadioRxTime ,GPS Time Record      ,Filtered Temperature (K) ,Filtered Humidity ,Filtered Dewpoint (K) ,Filtered Pressure (mb) ,Filtered Wind Dir ,Filtered Wind Spd (m/s) ,Filtered Altitude (m) ,Filtered Latitude ,Filtered Longitude ,GPS Velocity East (m/s) ,GPS Velocity North (m/s) ,GPS Velocity Up (m/s) ,GPS Altitude (m) ,GPS Latitude ,GPS Longitude ,GPS Derived Wind Dir ,GPS Derived Wind Spd (m/s) ,PTU Status ,RawPTU AscRate (m/s) ,RawPTU Humidity1 ,RawPTU Humidity2 ,RawPTU Pressure ,RawPTU PressureOK ,RawPTU Temperature ,RawPTU TemperatureOK ,WindResults East (m/s) ,WindResults North (m/s) ,WindResults Up (m/s) ,WindResults FiltGeoPotHeight (m) ,Calculated Mixing Ratio , , , , ,
[2023-02-01T19:05:53.0150308] ,  2329.801  ,01-Feb-2023 19:04:26 ,                250.8647 ,           9.1792 ,             225.9069 ,              650.9249 ,         290.0553 ,                31.634  ,            3372.0488 ,          43.8055 ,-76.008            ,               32.3264  ,-12.6845                 ,-5.7987               ,         3372.82 ,     43.8055 ,-76.008       ,            291.4244 ,                   34.726  ,         0 ,-8.6807              ,9.1062           ,9.1062           ,       650.0151 ,                1 ,          250.9575 ,                   1 ,               29.7155 ,-10.8473                ,-32768               ,                       3404.1499 ,               0.082929 , , , , ,
[2023-02-01T19:05:53.0189305] ,  2330.801  ,01-Feb-2023 19:04:27 ,                250.8828 ,           9.2302 ,             225.9737 ,              651.6073 ,         289.9064 ,                31.5126 ,            3364.1287 ,          43.8054 ,-76.0076           ,               30.1906  ,-13.3133                 ,-7.5098               ,         3365.74 ,     43.8054 ,-76.0076      ,            293.7963 ,                   32.9957 ,         0 ,-5.7987              ,9.0308           ,9.0308           ,       650.6496 ,                1 ,          250.9693 ,                   1 ,               29.6296 ,-10.7297                ,-32768               ,                       3396.3736 ,               0.083463 , , , , ,
[2023-02-01T19:05:53.0224297] ,  2331.801  ,01-Feb-2023 19:04:28 ,                250.9457 ,           9.252  ,             226.0469 ,              652.2919 ,         289.7411 ,                31.3931 ,            3355.2949 ,          43.8053 ,-76.0072           ,               29.8984  ,-10.8689                 ,-8.0106               ,         3354.04 ,     43.8053 ,-76.0072      ,            289.9775 ,                   31.8127 ,         0 ,-7.5098              ,9.1507           ,9.1507           ,       651.6258 ,                1 ,          251.0314 ,                   1 ,               29.5476 ,-10.6036                ,-32768               ,                       3386.9126 ,               0.08406  , , , , ,
[2023-02-01T19:05:53.0254810] ,  2332.801  ,01-Feb-2023 19:04:29 ,                251.0153 ,           9.1758 ,             226.0255 ,              652.9741 ,         289.5604 ,                31.2766 ,            3346.6178 ,          43.8052 ,-76.0069           ,               28.0595  ,-6.482                   ,-8.0937               ,         3346.32 ,     43.8053 ,-76.0069      ,            283.0077 ,                   28.7985 ,         0 ,-8.0106              ,9.169            ,9.169            ,       652.309  ,                1 ,          251.1008 ,                   1 ,               29.472  ,-10.4716                ,-32768               ,                       3378.199  ,               0.083771 , , , , ,
[2023-02-01T19:05:53.0285389] ,  2333.801  ,01-Feb-2023 19:04:30 ,                251.0767 ,           9.0113 ,             225.9049 ,              653.6523 ,         289.3655 ,                31.1637 ,            3338.4329 ,          43.8052 ,-76.0065           ,               27.4239  ,-7.4322                  ,-8.0969               ,         3338.16 ,     43.8052 ,-76.0065      ,            285.1637 ,                   28.4131 ,         0 ,-8.0937              ,9.1151           ,9.1151           ,       652.8743 ,                1 ,          251.1672 ,                   1 ,               29.3996 ,-10.3331                ,-32768               ,                       3370.2354 ,               0.082565 , , , , ,
[2023-02-01T19:05:53.0313674] ,  2334.801  ,01-Feb-2023 19:04:31 ,                251.0993 ,           8.8939 ,             225.7999 ,              654.3286 ,         289.158  ,                31.0548 ,            3330.7749 ,          43.8051 ,-76.0062           ,               25.2849  ,-11.2053                 ,-7.006                ,         3330.62 ,     43.8051 ,-76.0062      ,            293.9011 ,                   27.6566 ,         0 ,-8.0969              ,8.9575           ,8.9575           ,       653.4594 ,                1 ,          251.1918 ,                   1 ,               29.3349 ,-10.1918                ,-32768               ,                       3362.6991 ,               0.081517 , , , , ,
[2023-02-01T19:05:53.0343807] ,  2335.801  ,01-Feb-2023 19:04:32 ,                251.1219 ,           8.9169 ,             225.8424 ,              655.0037 ,         288.9389 ,                30.9501 ,            3323.3067 ,          43.805  ,-76.0058           ,               30.9017  ,-13.009                  ,-5.7057               ,         3323.73 ,     43.805  ,-76.0058      ,            292.8301 ,                   33.5284 ,         0 ,-7.006               ,8.8618           ,8.8618           ,       654.0522 ,                1 ,          251.2181 ,                   1 ,               29.2756 ,-10.0448                ,-32768               ,                       3355.3723 ,               0.081821 , , , , ,
[2023-02-01T19:05:53.0370981] ,  2336.801  ,01-Feb-2023 19:04:33 ,                251.1428 ,           9.0428 ,             225.9913 ,              655.6818 ,         288.7098 ,                30.8497 ,            3315.5753 ,          43.8049 ,-76.0055           ,               29.2163  ,-10.2683                 ,-8.1462               ,         3315.93 ,     43.8049 ,-76.0055      ,            289.3644 ,                   30.9682 ,         0 ,-5.7057              ,8.8993           ,8.8993           ,       654.8143 ,                1 ,          251.2398 ,                   1 ,               29.2201 ,-9.8956                 ,-32768               ,                       3347.5388 ,               0.083107 , , , , ,
[2023-02-01T19:05:53.0418337] ,  2337.801  ,01-Feb-2023 19:04:34 ,                251.151  ,           9.1686 ,             226.1281 ,              656.3638 ,         288.4717 ,                30.7545 ,            3307.5217 ,          43.8048 ,-76.0051           ,               31.743   ,-9.5013                  ,-9.1572               ,         3306.84 ,     43.8048 ,-76.0051      ,            286.6635 ,                   33.1344 ,         0 ,-8.1462              ,8.9242           ,8.9242           ,       655.5155 ,                1 ,          251.2476 ,                   1 ,               29.1698 ,-9.7453                 ,-32768               ,                       3339.4458 ,               0.084297 , , , , ,
[2023-02-01T19:06:01.2877670] ,  2338.801  ,01-Feb-2023 19:04:35 ,                251.1755 ,           9.272  ,             226.2538 ,              657.0498 ,         288.225  ,                30.666  ,            3299.3291 ,          43.8047 ,-76.0047           ,               28.4394  ,-11.1875                 ,-6.6039               ,         3300.62 ,     43.8047 ,-76.0047      ,            291.4738 ,                   30.5608 ,         0 ,-9.1572              ,9.0932           ,9.0932           ,       656.3344 ,                1 ,          251.2743 ,                   1 ,               29.1261 ,-9.591                  ,-32768               ,                       3331.5597 ,               0.085397 , , , , ,
[2023-02-01T19:06:01.2902691] ,  2339.801  ,01-Feb-2023 19:04:36 ,                251.181  ,           9.3765 ,             226.3642 ,              657.7391 ,         287.9719 ,                30.5854 ,            3290.9394 ,          43.8046 ,-76.0044           ,               29.6602  ,-5.6733                  ,-8.6458               ,         3290.45 ,     43.8046 ,-76.0044      ,            280.8286 ,                   30.1979 ,         0 ,-6.6039              ,9.0169           ,9.0169           ,       656.9019 ,                1 ,          251.2786 ,                   1 ,               29.0932 ,-9.4364                 ,-32768               ,                       3322.7876 ,               0.086362 , , , , ,
[2023-02-01T19:06:01.2915352] ,  2340.801  ,01-Feb-2023 19:04:37 ,                251.1965 ,           9.6484 ,             226.6471 ,              658.4328 ,         287.7159 ,                30.5132 ,            3282.9884 ,          43.8046 ,-76.004            ,               28.8567  ,-5.9896                  ,-8.1363               ,         3281.75 ,     43.8046 ,-76.004       ,            281.7261 ,                   29.4717 ,         0 ,-8.6458              ,9.1529           ,9.1529           ,       657.5665 ,                1 ,          251.2973 ,                   1 ,               29.0657 ,-9.2855                 ,-32768               ,                       3314.5531 ,               0.089025 , , , , ,
[2023-02-01T19:06:01.2928222] ,  2341.801  ,01-Feb-2023 19:04:38 ,                251.201  ,          10.1304 ,             227.1135 ,              659.1334 ,         287.4602 ,                30.4494 ,            3275.7692 ,          43.8045 ,-76.0037           ,               27.3195  ,-9.0196                  ,-7.3131               ,         3276    ,     43.8045 ,-76.0037      ,            288.2707 ,                   28.77   ,         0 ,-8.1363              ,9.4518           ,9.4518           ,       658.2728 ,                1 ,          251.3018 ,                   1 ,               29.0467 ,-9.1369                 ,-32768               ,                       3307.778  ,               0.09364  , , , , ,
[2023-02-01T19:06:01.2939741] ,  2342.801  ,01-Feb-2023 19:04:39 ,                251.191  ,          10.7226 ,             227.647  ,              659.8412 ,         287.2086 ,                30.3938 ,            3268.7304 ,          43.8044 ,-76.0033           ,               29.8676  ,-11.3186                 ,-7.0259               ,         3269.5  ,     43.8044 ,-76.0033      ,            290.7546 ,                   31.9404 ,         0 ,-7.3131              ,9.9642           ,9.9642           ,       658.8503 ,                1 ,          251.2915 ,                   1 ,               29.0332 ,-8.9916                 ,-32768               ,                       3300.9331 ,               0.099197 , , , , ,
[2023-02-01T19:06:01.2952082] ,  2343.801  ,01-Feb-2023 19:04:40 ,                251.2055 ,          11.3278 ,             228.1848 ,              660.5563 ,         286.9656 ,                30.3462 ,            3261.2806 ,          43.8043 ,-76.0029           ,               29.5054  ,-7.577                   ,-9.1044               ,         3261.04 ,     43.8043 ,-76.0029      ,            284.4024 ,                   30.4627 ,         0 ,-7.0259              ,10.1676          ,10.1676          ,       659.7612 ,                1 ,          251.312  ,                   1 ,               29.0261 ,-8.8539                 ,-32768               ,                       3293.2848 ,               0.1051   , , , , ,
